lon,lat
-5.183333333333334281e+01,5.420061757669586200e+01
-5.183333333333334281e+01,5.457136013858715984e+01
-5.183333333333334281e+01,5.493925292496341939e+01
-5.183333333333334281e+01,5.475566194767950634e+01
-5.183333333333334281e+01,5.401417364365933338e+01
-5.183333333333334281e+01,5.382701251910551576e+01
-5.183333333333334281e+01,5.382701251910551576e+01
-5.150000000000000000e+01,5.363913265854878176e+01
-5.150000000000000711e+01,5.345053253645873781e+01
-5.150000000000000711e+01,5.326121064665538540e+01
-5.150000000000000711e+01,5.326121064665538540e+01
-5.116666666666667140e+01,5.307116550270808375e+01
-5.116666666666667140e+01,5.288039563833760326e+01
-5.116666666666667140e+01,5.288039563833760326e+01
-5.083333333333333570e+01,5.268889960782165360e+01
-5.083333333333333570e+01,5.249667598640403554e+01
-5.049999999999999289e+01,5.249667598640403554e+01
-5.049999999999999289e+01,5.230372337070676991e+01
-5.049999999999999289e+01,5.211004037914561593e+01
-5.016666666666667140e+01,5.211004037914563014e+01
-5.016666666666667851e+01,5.191562565234893611e+01
-5.016666666666667851e+01,4.595408559366308765e+01
-5.016666666666667851e+01,5.191562565234893611e+01
-5.016666666666665719e+01,4.787178832442034349e+01
-5.016666666666665719e+01,4.787178832442034349e+01
-5.016666666666667851e+01,5.172047785357960947e+01
-4.983333333333334281e+01,4.787178832442033638e+01
-4.983333333333334281e+01,4.808108517786732250e+01
-4.983333333333334281e+01,5.152459566916036238e+01
-4.983333333333334281e+01,5.152459566916036238e+01
-4.983333333333334281e+01,4.808108517786732250e+01
-4.983333333333334281e+01,4.808108517786732250e+01
-4.983333333333334281e+01,4.828962844508912156e+01
-4.950000000000000711e+01,5.132797780890199135e+01
-4.950000000000000711e+01,4.828962844508912156e+01
-4.950000000000000711e+01,5.113062300653461989e+01
-4.950000000000000711e+01,4.828962844508912156e+01
-4.950000000000000711e+01,5.053412465201688519e+01
-4.950000000000000711e+01,5.073369763260085819e+01
-4.950000000000000711e+01,4.828962844508912156e+01
-4.950000000000000711e+01,5.093253002014245823e+01
-4.950000000000000711e+01,5.033380991217243405e+01
-4.916666666666667140e+01,5.013275227297047820e+01
-4.916666666666666430e+01,4.993095062088353586e+01
-4.916666666666666430e+01,4.828962844508912156e+01
-4.916666666666666430e+01,4.993095062088353586e+01
-4.916666666666666430e+01,4.828962844508912156e+01
-4.916666666666666430e+01,4.972840386940571022e+01
-4.916666666666667140e+01,4.911628256844202411e+01
-4.916666666666667140e+01,4.932107086008744545e+01
-4.916666666666667851e+01,4.952511095950644915e+01
-4.916666666666667140e+01,4.891074511071676767e+01
-4.883333333333333570e+01,4.808108517786733671e+01
-4.883333333333333570e+01,4.870445754237563563e+01
-4.883333333333333570e+01,4.870445754237563563e+01
-4.883333333333333570e+01,4.808108517786733671e+01
-4.883333333333333570e+01,4.870445754237563563e+01
-4.883333333333333570e+01,4.808108517786733671e+01
-4.883333333333333570e+01,4.508203834542685939e+01
-4.849999999999999289e+01,4.508203834542685939e+01
-4.850000000000001421e+01,4.849741894866634340e+01
-4.850000000000001421e+01,4.808108517786732250e+01
-4.850000000000000000e+01,4.787178832442033638e+01
-4.849999999999999289e+01,4.508203834542685939e+01
-4.850000000000000000e+01,4.530119160877795537e+01
-4.850000000000001421e+01,4.849741894866634340e+01
-4.816666666666666430e+01,4.787178832442034349e+01
-4.816666666666666430e+01,4.787178832442034349e+01
-4.816666666666666430e+01,4.849741894866635761e+01
-4.816666666666665719e+01,4.530119160877796958e+01
-4.816666666666667851e+01,4.828962844508912156e+01
-4.783333333333334991e+01,4.828962844508912156e+01
-4.783333333333334281e+01,4.551958364953226521e+01
-4.783333333333334281e+01,4.595408559366308765e+01
-4.783333333333334281e+01,4.617019635547647738e+01
-4.783333333333334281e+01,4.595408559366308765e+01
-4.783333333333334281e+01,4.617019635547647738e+01
-4.783333333333334281e+01,4.595408559366308765e+01
-4.783333333333334281e+01,4.617019635547647738e+01
-4.783333333333334281e+01,4.551958364953226521e+01
-4.750000000000000711e+01,4.828962844508912156e+01
-4.750000000000000711e+01,4.573721484092075684e+01
-4.750000000000000711e+01,4.573721484092075684e+01
-4.750000000000000711e+01,4.573721484092075684e+01
-4.716666666666667140e+01,4.828962844508912156e+01
-4.716666666666666430e+01,4.787178832442033638e+01
-4.716666666666666430e+01,4.787178832442033638e+01
-4.716666666666667140e+01,4.595408559366308765e+01
-4.716666666666667140e+01,4.595408559366308765e+01
-4.716666666666667140e+01,4.808108517786733671e+01
-4.716666666666666430e+01,4.617019635547647738e+01
-4.716666666666667140e+01,4.595408559366308765e+01
-4.716666666666666430e+01,4.617019635547647738e+01
-4.716666666666667140e+01,4.808108517786733671e+01
-4.683333333333333570e+01,4.828962844508912156e+01
-4.683333333333333570e+01,4.828962844508912156e+01
-4.683333333333333570e+01,4.808108517786733671e+01
-4.683333333333333570e+01,4.828962844508912156e+01
-4.683333333333333570e+01,4.849741894866634340e+01
-4.650000000000000711e+01,4.828962844508912156e+01
-4.650000000000000000e+01,4.849741894866635761e+01
-4.095081267260713531e+01,6.306768828348150890e+01
-4.063951464517980838e+01,6.306213177818109727e+01
-4.063951464517980838e+01,6.306213177818109727e+01
-4.031882731043604196e+01,6.318587474757120503e+01
-4.030885757761873123e+01,6.331352464716902517e+01
-4.030885757761873123e+01,6.331352464716902517e+01
-3.999155387510072046e+01,6.343530808502187313e+01
-3.999155387510072046e+01,6.343530808502187313e+01
-3.998223794450054669e+01,6.356064149169431943e+01
-3.998223794450054669e+01,6.356064149169431943e+01
-3.966869760990437754e+01,6.368047139195105188e+01
-3.966869760990437754e+01,6.368047139195105188e+01
-3.936501625796996962e+01,6.367680058927967934e+01
-3.906150334886965680e+01,6.367385588641069916e+01
-3.906150334886965680e+01,6.367385588641069916e+01
-3.875423830206812426e+01,6.379431179810632102e+01
-3.845250229779671969e+01,6.379278731770197908e+01
-3.815082697534811018e+01,6.379202482875433589e+01
-3.755242001334909929e+01,6.403451701142586217e+01
-3.755501577815379477e+01,6.415358487488384753e+01
-3.755501577815379477e+01,6.415358487488384753e+01
-3.755770558678106852e+01,6.427142759016204820e+01
-3.755770558678106852e+01,6.427142759016204820e+01
-3.726739613214863311e+01,6.438980849672438467e+01
-3.726739613214863311e+01,6.438980849672438467e+01
-3.727220454876097477e+01,6.450519554998771810e+01
-3.669828811597361806e+01,6.462593026797657103e+01
-3.669828811597361806e+01,6.462593026797657103e+01
-3.640845540467099539e+01,6.463064804870413127e+01
-3.640845540467099539e+01,6.463064804870413127e+01
-3.613156433234819076e+01,6.474962931922031828e+01
-3.584298341717106950e+01,6.475638596675395320e+01
-3.584298341717106950e+01,6.475638596675395320e+01
-3.582773418388447340e+01,6.464283209468460711e+01
-3.555393092458031390e+01,6.476406374823082501e+01
-3.555393092458031390e+01,6.476406374823082501e+01
-3.526435186120419729e+01,6.477264580078714573e+01
-3.499593245514763851e+01,6.489519002206830578e+01
-3.499593245514763851e+01,6.489519002206830578e+01
-3.470705234281658136e+01,6.490584988710830316e+01
-3.444386291265754352e+01,6.502986683806173573e+01
-3.415538544679814947e+01,6.504262592439565083e+01
-3.415538544679814947e+01,6.504262592439565083e+01
-3.386605692734988082e+01,6.505622663457322119e+01
-3.360883354257163091e+01,6.518311617785823842e+01
-3.360883354257163091e+01,6.518311617785823842e+01
-3.335543192240688626e+01,6.531048267297951782e+01
-3.335543192240688626e+01,6.531048267297951782e+01
-3.306682699484382226e+01,6.532742054822074351e+01
-3.281789474018518149e+01,6.545661874760902776e+01
-3.281789474018518149e+01,6.545661874760902776e+01
-3.252875722968141758e+01,6.547559539827170738e+01
-3.223840454166871439e+01,6.549528435701112983e+01
-3.199399185040458349e+01,6.562765408646103538e+01
-3.165397776049810119e+01,6.553666652586638008e+01
-3.135987356324542930e+01,6.555829411063834300e+01
-3.106449442595884136e+01,6.558050286717414679e+01
-3.082083675346910212e+01,6.571771194906355618e+01
-3.082083675346910212e+01,6.571771194906355618e+01
-3.052419124941483375e+01,6.574161838923153311e+01
-3.022619584799448944e+01,6.576601746452399766e+01
-2.992685100909633178e+01,6.579087826402239614e+01
-2.992685100909633178e+01,6.579087826402239614e+01
-2.962615914704423403e+01,6.581617059665629199e+01
-2.932412449521179099e+01,6.584186500639758322e+01
-2.902075286538450882e+01,6.586793279222325737e+01
-2.902075286538450882e+01,6.586793279222325737e+01
-2.871605145059594832e+01,6.589434601991554530e+01
-2.847363365098996013e+01,6.603967257667559920e+01
-2.816716798277958844e+01,6.606735799623207583e+01
-2.785934970700983371e+01,6.609530881347031084e+01
-2.755019125233563670e+01,6.612349970669930599e+01
-2.755019125233563670e+01,6.612349970669930599e+01
-2.723970612496786714e+01,6.615190610895308509e+01
-2.692790920956244349e+01,6.618050415572292877e+01
-2.661481444566069143e+01,6.620927087942172307e+01
-2.637091409275502940e+01,6.636046500467062970e+01
-2.605579883350375070e+01,6.639016075436148867e+01
-2.573938753708587512e+01,6.641995669817740122e+01
-2.581275951156676030e+01,6.654265089852374615e+01
-2.549550715567230696e+01,6.657318607986728409e+01
-2.517694905651715942e+01,6.660377680443076542e+01
-2.525306611489013875e+01,6.672690389882849615e+01
-2.493356856622240514e+01,6.675818972065778212e+01
-2.461275950945480773e+01,6.678948802711265387e+01
-2.429065798365716589e+01,6.682078074938139878e+01
-2.396728333301387792e+01,6.685205041785815183e+01
-2.404646713624950749e+01,6.697693169629464194e+01
-2.372201486479814037e+01,6.700880608334681199e+01
-2.372201486479814037e+01,6.700880608334681199e+01
-2.331679266807061168e+01,6.691445365754623253e+01
-2.298971503519173609e+01,6.694555525154908082e+01
-2.266144126957216898e+01,6.697656977199856954e+01
-2.233199029616731934e+01,6.700748259033464649e+01
-2.233199029616731934e+01,6.700748259033464649e+01
-2.192362257844040840e+01,6.690881215452549213e+01
-2.159191998703415294e+01,6.693887795001349161e+01
-2.125913147595155195e+01,6.696880738589260318e+01
-2.103725236576346802e+01,6.657203317712333046e+01
-2.118335350471947720e+01,6.683734563773234072e+01
-2.125913147595155195e+01,6.696880738589260318e+01
-2.070369725668580330e+01,6.660007979685845214e+01
-2.070369725668580330e+01,6.660007979685845214e+01
-2.029902057646512503e+01,6.649300654021644164e+01
-2.029902057646512503e+01,6.649300654021644164e+01
-1.996372826068893147e+01,6.652020029127834277e+01
-1.976393718535846844e+01,6.610894392358392224e+01
-1.989543515275248353e+01,6.638389077428439577e+01
-1.942824585912606139e+01,6.613436079695641467e+01
-1.942824585912606139e+01,6.613436079695641467e+01
-1.949299981641289037e+01,6.627275561037481566e+01
-1.915633902078115014e+01,6.629854725661840575e+01
-1.915633902078115014e+01,6.629854725661840575e+01
-1.915633902078115014e+01,6.629854725661840575e+01
-1.915633902078115014e+01,6.629854725661840575e+01
-1.915633902078115014e+01,6.629854725661840575e+01
-1.915633902078115014e+01,6.629854725661840575e+01
-1.398073679265245772e+01,6.560315851476080695e+01
-1.398073679265245772e+01,6.560315851476080695e+01
-1.363705954768624906e+01,6.562253414461881107e+01
-1.329291581158532765e+01,6.564166861692280008e+01
-1.564598934402124186e+01,7.011678500835071759e+01
-1.294831499309904288e+01,6.566055648833696523e+01
-1.260326560873970436e+01,6.567919255055210215e+01
-1.510742222309436400e+01,7.044071208242149851e+01
-1.510742222309436400e+01,7.044071208242149851e+01
-1.510742222309436400e+01,7.044071208242149851e+01
-1.521127425286358914e+01,7.056846354426419055e+01
-1.531706142729952091e+01,7.069551060151241018e+01
-1.425715526982783388e+01,6.925925705857891046e+01
-1.531706142729952091e+01,7.069551060151241018e+01
-1.417174755700380118e+01,6.912446393779381992e+01
-1.225777657826091627e+01,6.569757174179099479e+01
-1.225777657826091627e+01,6.569757174179099479e+01
-1.380816719884012045e+01,6.915308582154855799e+01
-1.225777657826091627e+01,6.569757174179099479e+01
-1.344361193202865579e+01,6.918127391049073083e+01
-1.344361193202865579e+01,6.918127391049073083e+01
-1.352700046474129891e+01,6.931698823293341150e+01
-1.151981440627606545e+01,6.558015205110375234e+01
-1.316043646394666311e+01,6.934518573232503513e+01
-1.307809937087144192e+01,6.920902278396786755e+01
-1.307809937087144192e+01,6.920902278396786755e+01
-1.307809937087144192e+01,6.920902278396786755e+01
-1.299744742839900624e+01,6.907216481412949349e+01
-1.121876299360803841e+01,6.575111987478334186e+01
-1.263205257199421894e+01,6.909903134682903669e+01
-1.255410271650390186e+01,6.896104356794558043e+01
-1.255410271650390186e+01,6.896104356794558043e+01
-1.126510833288143587e+01,6.590420270558728078e+01
-1.240306758247735175e+01,6.868299310398198543e+01
-1.211359123003455096e+01,6.884793745426844680e+01
-1.203989493762735918e+01,6.870814497599310755e+01
-1.091733017334945899e+01,6.592187401769464827e+01
-1.096428465999877488e+01,6.607464901469482754e+01
-1.372756339493809108e+01,7.124529400026089831e+01
-1.101248612376329561e+01,6.622674807541832820e+01
-1.333982913129379710e+01,7.127830993301775209e+01
-1.066296795171983547e+01,6.624486134689092864e+01
-1.071174242583524361e+01,6.639665122412672815e+01
-1.076178016338973364e+01,6.654776556242825336e+01
-1.081309852531234128e+01,6.669820339690656397e+01
-1.344775087174233263e+01,7.140881013525326182e+01
-1.344775087174233263e+01,7.140881013525326182e+01
-1.086571497547717868e+01,6.684796381377000785e+01
-1.086571497547717868e+01,6.684796381377000785e+01
-1.305708877270734547e+01,7.144165987535873796e+01
-1.091302245793016468e+01,6.789917500106793113e+01
-1.091302245793016468e+01,6.789917500106793113e+01
-1.056595621153035580e+01,6.701668610110971258e+01
-1.091302245793016468e+01,6.789917500106793113e+01
-1.097572937806258153e+01,6.804387863754394061e+01
-1.085173422629698337e+01,6.775379101168560680e+01
-1.097572937806258153e+01,6.804387863754394061e+01
-1.103987265667218054e+01,6.818790141515033554e+01
-1.079184702270454466e+01,6.760772721147651509e+01
-1.056595621153035580e+01,6.701668610110971258e+01
-1.067620516949706655e+01,6.731356253751891927e+01
-1.073334320688318044e+01,6.746098418030179289e+01
-1.073334320688318044e+01,6.746098418030179289e+01
-1.266508955465551267e+01,7.147391299678513121e+01
-1.032032857581533847e+01,6.733359599771991100e+01
-1.032032857581533847e+01,6.733359599771991100e+01
-1.043421578776928982e+01,6.762850682166047989e+01
-1.026538452889278474e+01,6.718512718952837304e+01
-1.026538452889278474e+01,6.718512718952837304e+01
-1.026538452889278474e+01,6.718512718952837304e+01
-1.266508955465551267e+01,7.147391299678513121e+01
-1.227177764304888541e+01,7.150556473002841074e+01
-1.227177764304888541e+01,7.150556473002841074e+01
-1.227177764304888541e+01,7.150556473002841074e+01
-1.187717779918798300e+01,7.153661041249483787e+01
-1.187717779918798300e+01,7.153661041249483787e+01
-1.158467765252322934e+01,7.170151818171406433e+01
-1.158467765252322934e+01,7.170151818171406433e+01
-1.118575422757850291e+01,7.173172518723860946e+01
-1.108421412087592373e+01,7.159686557955049580e+01
-1.108421412087592373e+01,7.159686557955049580e+01
-1.068590011243765403e+01,7.162606637302775425e+01
-1.068590011243765403e+01,7.162606637302775425e+01
-1.028639806729023931e+01,7.165464371045919734e+01
-1.028639806729023931e+01,7.165464371045919734e+01
-9.885733228722532573e+00,7.168259353808007006e+01
-9.885733228722532573e+00,7.168259353808007006e+01
-9.981617135824379261e+00,7.181856386682791538e+01
-9.577868298633077870e+00,7.184623573770358007e+01
-9.577868298633077870e+00,7.184623573770358007e+01
-9.577868298633077870e+00,7.184623573770358007e+01
-9.365059473705585447e+00,7.214919553520168449e+01
-8.954871638098712339e+00,7.217626821031608131e+01
-8.954871638098712339e+00,7.217626821031608131e+01
-8.954871638098712339e+00,7.217626821031608131e+01
-8.543534402160142704e+00,7.220267253765935322e+01
-8.543534402160142704e+00,7.220267253765935322e+01
-8.131075377580430086e+00,7.222840494483523344e+01
-8.224319288329008160e+00,7.236807337096306014e+01
-8.224319288329008160e+00,7.236807337096306014e+01
-7.808503768369597253e+00,7.239345775431239360e+01
-7.808503768369597253e+00,7.239345775431239360e+01
-7.808503768369597253e+00,7.239345775431239360e+01
-4.357431247549991227e+00,7.404076683321571295e+01
-3.902200496257570705e+00,7.406087374666722667e+01
-3.902200496257570705e+00,7.406087374666722667e+01
-3.445942696355082546e+00,7.408016360232628017e+01
-3.445942696355082546e+00,7.408016360232628017e+01
-3.064938228831939782e+00,7.424199819623116525e+01
-3.064938228831939782e+00,7.424199819623116525e+01
-3.064938228831939782e+00,7.424199819623116525e+01
-2.603400434963933918e+00,7.425987683587217703e+01
-2.140930832952895102e+00,7.427692027940972253e+01
-2.211998639083745388e+00,7.442054263657171020e+01
-1.745164345468415590e+00,7.443696049705718565e+01
-1.745164345468415590e+00,7.443696049705718565e+01
-1.745164345468415590e+00,7.443696049705718565e+01
-1.277458276235089230e+00,7.445252775200380313e+01
-9.341354586466481535e-01,7.475507219173479712e+01
-4.574860481557045944e-01,7.476929727366028544e+01
-1.284220316091829517e+00,7.647644869513464982e+01
-9.842360204249276379e-01,7.591206790720737274e+01
-1.284220316091829517e+00,7.647644869513464982e+01
-1.206744562317096481e+00,7.633582743214614652e+01
-1.363414675645920227e+00,7.661674609975496253e+01
-8.294781025736810420e-01,7.663255312330818469e+01
-4.073375940560914898e-01,7.578481938229785442e+01
-6.825491477652745331e-01,7.635122722170484622e+01
-4.073375940560914898e-01,7.578481938229785442e+01
-5.419308837253797861e-01,7.606863552587540767e+01
-8.294781025736810420e-01,7.663255312330818469e+01
-5.419308837253797861e-01,7.606863552587540767e+01
-6.825491477652745331e-01,7.635122722170484622e+01
-6.114695495723116991e-01,7.621008720780781687e+01
-6.114695495723116991e-01,7.621008720780781687e+01
-3.715388553640597280e-02,7.492657983698880741e+01
-3.715388553640597280e-02,7.492657983698880741e+01
-9.054046086472080646e-01,7.677273065863643353e+01
-9.830263662439815420e-01,7.691257953903350142e+01
-9.830263662439815420e-01,7.691257953903350142e+01
-9.830263662439815420e-01,7.691257953903350142e+01
-1.062385993913013138e+00,7.705209675277821191e+01
-4.073375940560914898e-01,7.578481938229785442e+01
-1.143527799262201938e+00,7.719127956516169320e+01
-6.649891408175978569e-01,7.734589400638664358e+01
9.949057098114177933e-02,7.579847373913213460e+01
9.949057098114177933e-02,7.579847373913213460e+01
-9.080598277213329794e-01,7.776102975682989893e+01
-8.252008614740855563e-01,7.762298963385117645e+01
-9.928217719967040722e-01,7.789872988240146867e+01
9.949057098114177933e-02,7.579847373913213460e+01
9.949057098114177933e-02,7.579847373913213460e+01
-1.079540054898393109e+00,7.803608906310748239e+01
8.770489432233192773e-01,7.509495929773910916e+01
8.770489432233192773e-01,7.509495929773910916e+01
6.635435689078876820e-01,7.566846916872148654e+01
6.635435689078876820e-01,7.566846916872148654e+01
8.770489432233192773e-01,7.509495929773910916e+01
6.635435689078876820e-01,7.566846916872148654e+01
8.770489432233192773e-01,7.509495929773910916e+01
-5.694591456007902508e-01,7.818898223773209111e+01
-5.694591456007902508e-01,7.818898223773209111e+01
7.186894951667524012e-01,7.552549430472615200e+01
7.186894951667524012e-01,7.552549430472615200e+01
1.218432935953797980e+00,7.553691267398883724e+01
1.268153992398429963e+00,7.539351572491899844e+01
1.268153992398429963e+00,7.539351572491899844e+01
1.316794444600962066e+00,7.524985484495573473e+01
4.883027558798032075e-01,7.849132595234758014e+01
1.104498879100897391e+00,7.850390888783820742e+01
1.036856682345534075e+00,7.864069255170527128e+01
1.661231411571709060e+00,7.865218256575630562e+01
1.661231411571709060e+00,7.865218256575630562e+01
2.231807128603777279e+00,7.879916038608863005e+01
2.231807128603777279e+00,7.879916038608863005e+01
2.865503243883201989e+00,7.880823392986445697e+01
2.816684032504429780e+00,7.894479627024510648e+01
3.458713000246234959e+00,7.895268692337289451e+01
3.416329293566340741e+00,7.908904253781732052e+01
4.066799261077336247e+00,7.909571398615319993e+01
4.031218703988772134e+00,7.923184995528119146e+01
4.690230607197237056e+00,7.923726501142373024e+01
4.661836046184451909e+00,7.937316780681723571e+01
4.661836046184451909e+00,7.937316780681723571e+01
4.661836046184451909e+00,7.937316780681723571e+01
-1.709820512564768649e+02,8.124981087138630187e+01
5.308672441031352385e+00,7.951294349839908193e+01
5.287332263738329985e+00,7.964829517789489444e+01
-1.709820512564768649e+02,8.124981087138630187e+01
-1.709820512564768649e+02,8.124981087138630187e+01
-1.717707176342627804e+02,8.138491298069506286e+01
-1.717707176342627804e+02,8.138491298069506286e+01
6.652998043462869049e+00,7.978764879408161903e+01
-1.725839311129734597e+02,8.151811661843528611e+01
-1.725839311129734597e+02,8.151811661843528611e+01
-1.734160688870265687e+02,8.151811661843528611e+01
7.347001956537139833e+00,7.978764879408161903e+01
-1.734160688870265687e+02,8.151811661843528611e+01
-1.734160688870265687e+02,8.151811661843528611e+01
8.040915204130305582e+00,7.978621428722287590e+01
-1.742673740305640138e+02,8.164756340779000254e+01
-1.742673740305640138e+02,8.164756340779000254e+01
-1.742673740305640138e+02,8.164756340779000254e+01
-1.751448983383596669e+02,8.177489105290469240e+01
8.734556594964214327e+00,7.978334575939588547e+01
